source_fft_file,label,status,n_bins,freq_min,freq_max,warnings,source_window_file
real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_311_fft.csv,healthy,OK,257,0.0,250.0,,real_windows\healthy\arduino_serial_data_healthy_segment_000_window_311.csv
real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_312_fft.csv,healthy,OK,257,0.0,250.0,,real_windows\healthy\arduino_serial_data_healthy_segment_000_window_312.csv
real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_313_fft.csv,healthy,OK,257,0.0,250.0,,real_windows\healthy\arduino_serial_data_healthy_segment_000_window_313.csv
real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_314_fft.csv,healthy,OK,257,0.0,250.0,,real_windows\healthy\arduino_serial_data_healthy_segment_000_window_314.csv
real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_315_fft.csv,healthy,OK,257,0.0,250.0,,real_windows\healthy\arduino_serial_data_healthy_segment_000_window_315.csv
real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_316_fft.csv,healthy,OK,257,0.0,250.0,,real_windows\healthy\arduino_serial_data_healthy_segment_000_window_316.csv
real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_317_fft.csv,healthy,OK,257,0.0,250.0,,real_windows\healthy\arduino_serial_data_healthy_segment_000_window_317.csv
real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_318_fft.csv,healthy,OK,257,0.0,250.0,,real_windows\healthy\arduino_serial_data_healthy_segment_000_window_318.csv
real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_319_fft.csv,healthy,OK,257,0.0,250.0,,real_windows\healthy\arduino_serial_data_healthy_segment_000_window_319.csv
real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_320_fft.csv,healthy,OK,257,0.0,250.0,,real_windows\healthy\arduino_serial_data_healthy_segment_000_window_320.csv
real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_321_fft.csv,healthy,OK,257,0.0,250.0,,real_windows\healthy\arduino_serial_data_healthy_segment_000_window_321.csv
real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_322_fft.csv,healthy,OK,257,0.0,250.0,,real_windows\healthy\arduino_serial_data_healthy_segment_000_window_322.csv
real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_323_fft.csv,healthy,OK,257,0.0,250.0,,real_windows\healthy\arduino_serial_data_healthy_segment_000_window_323.csv
real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_324_fft.csv,healthy,OK,257,0.0,250.0,,real_windows\healthy\arduino_serial_data_healthy_segment_000_window_324.csv
real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_325_fft.csv,healthy,OK,257,0.0,250.0,,real_windows\healthy\arduino_serial_data_healthy_segment_000_window_325.csv
real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_326_fft.csv,healthy,OK,257,0.0,250.0,,real_windows\healthy\arduino_serial_data_healthy_segment_000_window_326.csv
real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_327_fft.csv,healthy,OK,257,0.0,250.0,,real_windows\healthy\arduino_serial_data_healthy_segment_000_window_327.csv
real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_328_fft.csv,healthy,OK,257,0.0,250.0,,real_windows\healthy\arduino_serial_data_healthy_segment_000_window_328.csv
real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_329_fft.csv,healthy,OK,257,0.0,250.0,,real_windows\healthy\arduino_serial_data_healthy_segment_000_window_329.csv
real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_330_fft.csv,healthy,OK,257,0.0,250.0,,real_windows\healthy\arduino_serial_data_healthy_segment_000_window_330.csv
real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_331_fft.csv,healthy,OK,257,0.0,250.0,,real_windows\healthy\arduino_serial_data_healthy_segment_000_window_331.csv
real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_332_fft.csv,healthy,OK,257,0.0,250.0,,real_windows\healthy\arduino_serial_data_healthy_segment_000_window_332.csv
real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_333_fft.csv,healthy,OK,257,0.0,250.0,,real_windows\healthy\arduino_serial_data_healthy_segment_000_window_333.csv
real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_334_fft.csv,healthy,OK,257,0.0,250.0,,real_windows\healthy\arduino_serial_data_healthy_segment_000_window_334.csv
real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_335_fft.csv,healthy,OK,257,0.0,250.0,,real_windows\healthy\arduino_serial_data_healthy_segment_000_window_335.csv
real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_336_fft.csv,healthy,OK,257,0.0,250.0,,real_windows\healthy\arduino_serial_data_healthy_segment_000_window_336.csv
real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_337_fft.csv,healthy,OK,257,0.0,250.0,,real_windows\healthy\arduino_serial_data_healthy_segment_000_window_337.csv
real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_338_fft.csv,healthy,OK,257,0.0,250.0,,real_windows\healthy\arduino_serial_data_healthy_segment_000_window_338.csv
real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_339_fft.csv,healthy,OK,257,0.0,250.0,,real_windows\healthy\arduino_serial_data_healthy_segment_000_window_339.csv
real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_340_fft.csv,healthy,OK,257,0.0,250.0,,real_windows\healthy\arduino_serial_data_healthy_segment_000_window_340.csv
real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_341_fft.csv,healthy,OK,257,0.0,250.0,,real_windows\healthy\arduino_serial_data_healthy_segment_000_window_341.csv
real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_342_fft.csv,healthy,OK,257,0.0,250.0,,real_windows\healthy\arduino_serial_data_healthy_segment_000_window_342.csv
real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_343_fft.csv,healthy,OK,257,0.0,250.0,,real_windows\healthy\arduino_serial_data_healthy_segment_000_window_343.csv
real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_344_fft.csv,healthy,OK,257,0.0,250.0,,real_windows\healthy\arduino_serial_data_healthy_segment_000_window_344.csv
real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_345_fft.csv,healthy,OK,257,0.0,250.0,,real_windows\healthy\arduino_serial_data_healthy_segment_000_window_345.csv
real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_346_fft.csv,healthy,OK,257,0.0,250.0,,real_windows\healthy\arduino_serial_data_healthy_segment_000_window_346.csv
real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_347_fft.csv,healthy,OK,257,0.0,250.0,,real_windows\healthy\arduino_serial_data_healthy_segment_000_window_347.csv
real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_348_fft.csv,healthy,OK,257,0.0,250.0,,real_windows\healthy\arduino_serial_data_healthy_segment_000_window_348.csv
real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_349_fft.csv,healthy,OK,257,0.0,250.0,,real_windows\healthy\arduino_serial_data_healthy_segment_000_window_349.csv
real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_350_fft.csv,healthy,OK,257,0.0,250.0,,real_windows\healthy\arduino_serial_data_healthy_segment_000_window_350.csv
real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_351_fft.csv,healthy,OK,257,0.0,250.0,,real_windows\healthy\arduino_serial_data_healthy_segment_000_window_351.csv
real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_352_fft.csv,healthy,OK,257,0.0,250.0,,real_windows\healthy\arduino_serial_data_healthy_segment_000_window_352.csv
real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_353_fft.csv,healthy,OK,257,0.0,250.0,,real_windows\healthy\arduino_serial_data_healthy_segment_000_window_353.csv
real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_354_fft.csv,healthy,OK,257,0.0,250.0,,real_windows\healthy\arduino_serial_data_healthy_segment_000_window_354.csv
real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_355_fft.csv,healthy,OK,257,0.0,250.0,,real_windows\healthy\arduino_serial_data_healthy_segment_000_window_355.csv
real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_356_fft.csv,healthy,OK,257,0.0,250.0,,real_windows\healthy\arduino_serial_data_healthy_segment_000_window_356.csv
real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_357_fft.csv,healthy,OK,257,0.0,250.0,,real_windows\healthy\arduino_serial_data_healthy_segment_000_window_357.csv
real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_358_fft.csv,healthy,OK,257,0.0,250.0,,real_windows\healthy\arduino_serial_data_healthy_segment_000_window_358.csv
real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_359_fft.csv,healthy,OK,257,0.0,250.0,,real_windows\healthy\arduino_serial_data_healthy_segment_000_window_359.csv
real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_360_fft.csv,healthy,OK,257,0.0,250.0,,real_windows\healthy\arduino_serial_data_healthy_segment_000_window_360.csv
real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_361_fft.csv,healthy,OK,257,0.0,250.0,,real_windows\healthy\arduino_serial_data_healthy_segment_000_window_361.csv
real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_362_fft.csv,healthy,OK,257,0.0,250.0,,real_windows\healthy\arduino_serial_data_healthy_segment_000_window_362.csv
real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_363_fft.csv,healthy,OK,257,0.0,250.0,,real_windows\healthy\arduino_serial_data_healthy_segment_000_window_363.csv
real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_364_fft.csv,healthy,OK,257,0.0,250.0,,real_windows\healthy\arduino_serial_data_healthy_segment_000_window_364.csv
real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_365_fft.csv,healthy,OK,257,0.0,250.0,,real_windows\healthy\arduino_serial_data_healthy_segment_000_window_365.csv
real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_366_fft.csv,healthy,OK,257,0.0,250.0,,real_windows\healthy\arduino_serial_data_healthy_segment_000_window_366.csv
real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_367_fft.csv,healthy,OK,257,0.0,250.0,,real_windows\healthy\arduino_serial_data_healthy_segment_000_window_367.csv
real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_368_fft.csv,healthy,OK,257,0.0,250.0,,real_windows\healthy\arduino_serial_data_healthy_segment_000_window_368.csv
real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_369_fft.csv,healthy,OK,257,0.0,250.0,,real_windows\healthy\arduino_serial_data_healthy_segment_000_window_369.csv
real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_370_fft.csv,healthy,OK,257,0.0,250.0,,real_windows\healthy\arduino_serial_data_healthy_segment_000_window_370.csv
real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_371_fft.csv,healthy,OK,257,0.0,250.0,,real_windows\healthy\arduino_serial_data_healthy_segment_000_window_371.csv
real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_372_fft.csv,healthy,OK,257,0.0,250.0,,real_windows\healthy\arduino_serial_data_healthy_segment_000_window_372.csv
real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_373_fft.csv,healthy,OK,257,0.0,250.0,,real_windows\healthy\arduino_serial_data_healthy_segment_000_window_373.csv
real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_374_fft.csv,healthy,OK,257,0.0,250.0,,real_windows\healthy\arduino_serial_data_healthy_segment_000_window_374.csv
real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_375_fft.csv,healthy,OK,257,0.0,250.0,,real_windows\healthy\arduino_serial_data_healthy_segment_000_window_375.csv
real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_376_fft.csv,healthy,OK,257,0.0,250.0,,real_windows\healthy\arduino_serial_data_healthy_segment_000_window_376.csv
real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_377_fft.csv,healthy,OK,257,0.0,250.0,,real_windows\healthy\arduino_serial_data_healthy_segment_000_window_377.csv
real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_378_fft.csv,healthy,OK,257,0.0,250.0,,real_windows\healthy\arduino_serial_data_healthy_segment_000_window_378.csv
real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_379_fft.csv,healthy,OK,257,0.0,250.0,,real_windows\healthy\arduino_serial_data_healthy_segment_000_window_379.csv
real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_380_fft.csv,healthy,OK,257,0.0,250.0,,real_windows\healthy\arduino_serial_data_healthy_segment_000_window_380.csv
real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_381_fft.csv,healthy,OK,257,0.0,250.0,,real_windows\healthy\arduino_serial_data_healthy_segment_000_window_381.csv
real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_382_fft.csv,healthy,OK,257,0.0,250.0,,real_windows\healthy\arduino_serial_data_healthy_segment_000_window_382.csv
real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_383_fft.csv,healthy,OK,257,0.0,250.0,,real_windows\healthy\arduino_serial_data_healthy_segment_000_window_383.csv
real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_384_fft.csv,healthy,OK,257,0.0,250.0,,real_windows\healthy\arduino_serial_data_healthy_segment_000_window_384.csv
real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_385_fft.csv,healthy,OK,257,0.0,250.0,,real_windows\healthy\arduino_serial_data_healthy_segment_000_window_385.csv
real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_386_fft.csv,healthy,OK,257,0.0,250.0,,real_windows\healthy\arduino_serial_data_healthy_segment_000_window_386.csv
real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_387_fft.csv,healthy,OK,257,0.0,250.0,,real_windows\healthy\arduino_serial_data_healthy_segment_000_window_387.csv
real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_388_fft.csv,healthy,OK,257,0.0,250.0,,real_windows\healthy\arduino_serial_data_healthy_segment_000_window_388.csv
real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_389_fft.csv,healthy,OK,257,0.0,250.0,,real_windows\healthy\arduino_serial_data_healthy_segment_000_window_389.csv
real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_390_fft.csv,healthy,OK,257,0.0,250.0,,real_windows\healthy\arduino_serial_data_healthy_segment_000_window_390.csv
real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_391_fft.csv,healthy,OK,257,0.0,250.0,,real_windows\healthy\arduino_serial_data_healthy_segment_000_window_391.csv
real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_392_fft.csv,healthy,OK,257,0.0,250.0,,real_windows\healthy\arduino_serial_data_healthy_segment_000_window_392.csv
real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_393_fft.csv,healthy,OK,257,0.0,250.0,,real_windows\healthy\arduino_serial_data_healthy_segment_000_window_393.csv
real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_394_fft.csv,healthy,OK,257,0.0,250.0,,real_windows\healthy\arduino_serial_data_healthy_segment_000_window_394.csv
real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_395_fft.csv,healthy,OK,257,0.0,250.0,,real_windows\healthy\arduino_serial_data_healthy_segment_000_window_395.csv
real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_396_fft.csv,healthy,OK,257,0.0,250.0,,real_windows\healthy\arduino_serial_data_healthy_segment_000_window_396.csv
real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_397_fft.csv,healthy,OK,257,0.0,250.0,,real_windows\healthy\arduino_serial_data_healthy_segment_000_window_397.csv
real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_398_fft.csv,healthy,OK,257,0.0,250.0,,real_windows\healthy\arduino_serial_data_healthy_segment_000_window_398.csv
real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_399_fft.csv,healthy,OK,257,0.0,250.0,,real_windows\healthy\arduino_serial_data_healthy_segment_000_window_399.csv
real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_400_fft.csv,healthy,OK,257,0.0,250.0,,real_windows\healthy\arduino_serial_data_healthy_segment_000_window_400.csv
real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_401_fft.csv,healthy,OK,257,0.0,250.0,,real_windows\healthy\arduino_serial_data_healthy_segment_000_window_401.csv
real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_402_fft.csv,healthy,OK,257,0.0,250.0,,real_windows\healthy\arduino_serial_data_healthy_segment_000_window_402.csv
real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_403_fft.csv,healthy,OK,257,0.0,250.0,,real_windows\healthy\arduino_serial_data_healthy_segment_000_window_403.csv
real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_404_fft.csv,healthy,OK,257,0.0,250.0,,real_windows\healthy\arduino_serial_data_healthy_segment_000_window_404.csv
real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_405_fft.csv,healthy,OK,257,0.0,250.0,,real_windows\healthy\arduino_serial_data_healthy_segment_000_window_405.csv
real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_406_fft.csv,healthy,OK,257,0.0,250.0,,real_windows\healthy\arduino_serial_data_healthy_segment_000_window_406.csv
real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_407_fft.csv,healthy,OK,257,0.0,250.0,,real_windows\healthy\arduino_serial_data_healthy_segment_000_window_407.csv
real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_408_fft.csv,healthy,OK,257,0.0,250.0,,real_windows\healthy\arduino_serial_data_healthy_segment_000_window_408.csv
real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_409_fft.csv,healthy,OK,257,0.0,250.0,,real_windows\healthy\arduino_serial_data_healthy_segment_000_window_409.csv
real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_410_fft.csv,healthy,OK,257,0.0,250.0,,real_windows\healthy\arduino_serial_data_healthy_segment_000_window_410.csv
real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_411_fft.csv,healthy,OK,257,0.0,250.0,,real_windows\healthy\arduino_serial_data_healthy_segment_000_window_411.csv
real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_412_fft.csv,healthy,OK,257,0.0,250.0,,real_windows\healthy\arduino_serial_data_healthy_segment_000_window_412.csv
real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_413_fft.csv,healthy,OK,257,0.0,250.0,,real_windows\healthy\arduino_serial_data_healthy_segment_000_window_413.csv
real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_414_fft.csv,healthy,OK,257,0.0,250.0,,real_windows\healthy\arduino_serial_data_healthy_segment_000_window_414.csv
real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_415_fft.csv,healthy,OK,257,0.0,250.0,,real_windows\healthy\arduino_serial_data_healthy_segment_000_window_415.csv
real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_416_fft.csv,healthy,OK,257,0.0,250.0,,real_windows\healthy\arduino_serial_data_healthy_segment_000_window_416.csv
real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_417_fft.csv,healthy,OK,257,0.0,250.0,,real_windows\healthy\arduino_serial_data_healthy_segment_000_window_417.csv
real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_418_fft.csv,healthy,OK,257,0.0,250.0,,real_windows\healthy\arduino_serial_data_healthy_segment_000_window_418.csv
real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_419_fft.csv,healthy,OK,257,0.0,250.0,,real_windows\healthy\arduino_serial_data_healthy_segment_000_window_419.csv
real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_420_fft.csv,healthy,OK,257,0.0,250.0,,real_windows\healthy\arduino_serial_data_healthy_segment_000_window_420.csv
real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_421_fft.csv,healthy,OK,257,0.0,250.0,,real_windows\healthy\arduino_serial_data_healthy_segment_000_window_421.csv
real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_422_fft.csv,healthy,OK,257,0.0,250.0,,real_windows\healthy\arduino_serial_data_healthy_segment_000_window_422.csv
real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_423_fft.csv,healthy,OK,257,0.0,250.0,,real_windows\healthy\arduino_serial_data_healthy_segment_000_window_423.csv
real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_424_fft.csv,healthy,OK,257,0.0,250.0,,real_windows\healthy\arduino_serial_data_healthy_segment_000_window_424.csv
real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_425_fft.csv,healthy,OK,257,0.0,250.0,,real_windows\healthy\arduino_serial_data_healthy_segment_000_window_425.csv
real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_426_fft.csv,healthy,OK,257,0.0,250.0,,real_windows\healthy\arduino_serial_data_healthy_segment_000_window_426.csv
real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_427_fft.csv,healthy,OK,257,0.0,250.0,,real_windows\healthy\arduino_serial_data_healthy_segment_000_window_427.csv
real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_428_fft.csv,healthy,OK,257,0.0,250.0,,real_windows\healthy\arduino_serial_data_healthy_segment_000_window_428.csv
real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_429_fft.csv,healthy,OK,257,0.0,250.0,,real_windows\healthy\arduino_serial_data_healthy_segment_000_window_429.csv
real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_430_fft.csv,healthy,OK,257,0.0,250.0,,real_windows\healthy\arduino_serial_data_healthy_segment_000_window_430.csv
real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_431_fft.csv,healthy,OK,257,0.0,250.0,,real_windows\healthy\arduino_serial_data_healthy_segment_000_window_431.csv
real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_432_fft.csv,healthy,OK,257,0.0,250.0,,real_windows\healthy\arduino_serial_data_healthy_segment_000_window_432.csv
real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_433_fft.csv,healthy,OK,257,0.0,250.0,,real_windows\healthy\arduino_serial_data_healthy_segment_000_window_433.csv
real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_434_fft.csv,healthy,OK,257,0.0,250.0,,real_windows\healthy\arduino_serial_data_healthy_segment_000_window_434.csv
real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_435_fft.csv,healthy,OK,257,0.0,250.0,,real_windows\healthy\arduino_serial_data_healthy_segment_000_window_435.csv
real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_436_fft.csv,healthy,OK,257,0.0,250.0,,real_windows\healthy\arduino_serial_data_healthy_segment_000_window_436.csv
real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_437_fft.csv,healthy,OK,257,0.0,250.0,,real_windows\healthy\arduino_serial_data_healthy_segment_000_window_437.csv
real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_438_fft.csv,healthy,OK,257,0.0,250.0,,real_windows\healthy\arduino_serial_data_healthy_segment_000_window_438.csv
real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_439_fft.csv,healthy,OK,257,0.0,250.0,,real_windows\healthy\arduino_serial_data_healthy_segment_000_window_439.csv
real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_440_fft.csv,healthy,OK,257,0.0,250.0,,real_windows\healthy\arduino_serial_data_healthy_segment_000_window_440.csv
real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_441_fft.csv,healthy,OK,257,0.0,250.0,,real_windows\healthy\arduino_serial_data_healthy_segment_000_window_441.csv
real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_442_fft.csv,healthy,OK,257,0.0,250.0,,real_windows\healthy\arduino_serial_data_healthy_segment_000_window_442.csv
real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_443_fft.csv,healthy,OK,257,0.0,250.0,,real_windows\healthy\arduino_serial_data_healthy_segment_000_window_443.csv
real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_444_fft.csv,healthy,OK,257,0.0,250.0,,real_windows\healthy\arduino_serial_data_healthy_segment_000_window_444.csv
real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_445_fft.csv,healthy,OK,257,0.0,250.0,,real_windows\healthy\arduino_serial_data_healthy_segment_000_window_445.csv
real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_446_fft.csv,healthy,OK,257,0.0,250.0,,real_windows\healthy\arduino_serial_data_healthy_segment_000_window_446.csv
real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_447_fft.csv,healthy,OK,257,0.0,250.0,,real_windows\healthy\arduino_serial_data_healthy_segment_000_window_447.csv
real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_448_fft.csv,healthy,OK,257,0.0,250.0,,real_windows\healthy\arduino_serial_data_healthy_segment_000_window_448.csv
real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_449_fft.csv,healthy,OK,257,0.0,250.0,,real_windows\healthy\arduino_serial_data_healthy_segment_000_window_449.csv
real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_450_fft.csv,healthy,OK,257,0.0,250.0,,real_windows\healthy\arduino_serial_data_healthy_segment_000_window_450.csv
real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_451_fft.csv,healthy,OK,257,0.0,250.0,,real_windows\healthy\arduino_serial_data_healthy_segment_000_window_451.csv
real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_452_fft.csv,healthy,OK,257,0.0,250.0,,real_windows\healthy\arduino_serial_data_healthy_segment_000_window_452.csv
real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_453_fft.csv,healthy,OK,257,0.0,250.0,,real_windows\healthy\arduino_serial_data_healthy_segment_000_window_453.csv
real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_454_fft.csv,healthy,OK,257,0.0,250.0,,real_windows\healthy\arduino_serial_data_healthy_segment_000_window_454.csv
real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_455_fft.csv,healthy,OK,257,0.0,250.0,,real_windows\healthy\arduino_serial_data_healthy_segment_000_window_455.csv
real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_456_fft.csv,healthy,OK,257,0.0,250.0,,real_windows\healthy\arduino_serial_data_healthy_segment_000_window_456.csv
real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_457_fft.csv,healthy,OK,257,0.0,250.0,,real_windows\healthy\arduino_serial_data_healthy_segment_000_window_457.csv
real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_458_fft.csv,healthy,OK,257,0.0,250.0,,real_windows\healthy\arduino_serial_data_healthy_segment_000_window_458.csv
real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_459_fft.csv,healthy,OK,257,0.0,250.0,,real_windows\healthy\arduino_serial_data_healthy_segment_000_window_459.csv
real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_460_fft.csv,healthy,OK,257,0.0,250.0,,real_windows\healthy\arduino_serial_data_healthy_segment_000_window_460.csv
real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_461_fft.csv,healthy,OK,257,0.0,250.0,,real_windows\healthy\arduino_serial_data_healthy_segment_000_window_461.csv
