source_window,label,fft_file,num_samples,expected_window_size,expected_fs,num_fft_bins,expected_fft_bins,freq_resolution_hz,expected_freq_resolution_hz,max_frequency_hz,nyquist_frequency_hz,dc_removed,window_function,fft_type,signal_type,status,reason
D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_375.csv,healthy,D:\T_P\Edge-AI DC Fan Conditions Classification\real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_375_fft.csv,512,512,500,257,257,0.9765625,0.9765625,250.0,250.0,True,hann,rfft,accZ,OK,valid
D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_376.csv,healthy,D:\T_P\Edge-AI DC Fan Conditions Classification\real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_376_fft.csv,512,512,500,257,257,0.9765625,0.9765625,250.0,250.0,True,hann,rfft,accZ,OK,valid
D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_377.csv,healthy,D:\T_P\Edge-AI DC Fan Conditions Classification\real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_377_fft.csv,512,512,500,257,257,0.9765625,0.9765625,250.0,250.0,True,hann,rfft,accZ,OK,valid
D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_378.csv,healthy,D:\T_P\Edge-AI DC Fan Conditions Classification\real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_378_fft.csv,512,512,500,257,257,0.9765625,0.9765625,250.0,250.0,True,hann,rfft,accZ,OK,valid
D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_379.csv,healthy,D:\T_P\Edge-AI DC Fan Conditions Classification\real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_379_fft.csv,512,512,500,257,257,0.9765625,0.9765625,250.0,250.0,True,hann,rfft,accZ,OK,valid
D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_380.csv,healthy,D:\T_P\Edge-AI DC Fan Conditions Classification\real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_380_fft.csv,512,512,500,257,257,0.9765625,0.9765625,250.0,250.0,True,hann,rfft,accZ,OK,valid
D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_381.csv,healthy,D:\T_P\Edge-AI DC Fan Conditions Classification\real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_381_fft.csv,512,512,500,257,257,0.9765625,0.9765625,250.0,250.0,True,hann,rfft,accZ,OK,valid
D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_382.csv,healthy,D:\T_P\Edge-AI DC Fan Conditions Classification\real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_382_fft.csv,512,512,500,257,257,0.9765625,0.9765625,250.0,250.0,True,hann,rfft,accZ,OK,valid
D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_383.csv,healthy,D:\T_P\Edge-AI DC Fan Conditions Classification\real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_383_fft.csv,512,512,500,257,257,0.9765625,0.9765625,250.0,250.0,True,hann,rfft,accZ,OK,valid
D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_384.csv,healthy,D:\T_P\Edge-AI DC Fan Conditions Classification\real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_384_fft.csv,512,512,500,257,257,0.9765625,0.9765625,250.0,250.0,True,hann,rfft,accZ,OK,valid
D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_385.csv,healthy,D:\T_P\Edge-AI DC Fan Conditions Classification\real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_385_fft.csv,512,512,500,257,257,0.9765625,0.9765625,250.0,250.0,True,hann,rfft,accZ,OK,valid
D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_386.csv,healthy,D:\T_P\Edge-AI DC Fan Conditions Classification\real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_386_fft.csv,512,512,500,257,257,0.9765625,0.9765625,250.0,250.0,True,hann,rfft,accZ,OK,valid
D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_387.csv,healthy,D:\T_P\Edge-AI DC Fan Conditions Classification\real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_387_fft.csv,512,512,500,257,257,0.9765625,0.9765625,250.0,250.0,True,hann,rfft,accZ,OK,valid
D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_388.csv,healthy,D:\T_P\Edge-AI DC Fan Conditions Classification\real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_388_fft.csv,512,512,500,257,257,0.9765625,0.9765625,250.0,250.0,True,hann,rfft,accZ,OK,valid
D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_389.csv,healthy,D:\T_P\Edge-AI DC Fan Conditions Classification\real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_389_fft.csv,512,512,500,257,257,0.9765625,0.9765625,250.0,250.0,True,hann,rfft,accZ,OK,valid
D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_390.csv,healthy,D:\T_P\Edge-AI DC Fan Conditions Classification\real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_390_fft.csv,512,512,500,257,257,0.9765625,0.9765625,250.0,250.0,True,hann,rfft,accZ,OK,valid
D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_391.csv,healthy,D:\T_P\Edge-AI DC Fan Conditions Classification\real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_391_fft.csv,512,512,500,257,257,0.9765625,0.9765625,250.0,250.0,True,hann,rfft,accZ,OK,valid
D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_392.csv,healthy,D:\T_P\Edge-AI DC Fan Conditions Classification\real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_392_fft.csv,512,512,500,257,257,0.9765625,0.9765625,250.0,250.0,True,hann,rfft,accZ,OK,valid
D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_393.csv,healthy,D:\T_P\Edge-AI DC Fan Conditions Classification\real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_393_fft.csv,512,512,500,257,257,0.9765625,0.9765625,250.0,250.0,True,hann,rfft,accZ,OK,valid
D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_394.csv,healthy,D:\T_P\Edge-AI DC Fan Conditions Classification\real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_394_fft.csv,512,512,500,257,257,0.9765625,0.9765625,250.0,250.0,True,hann,rfft,accZ,OK,valid
D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_395.csv,healthy,D:\T_P\Edge-AI DC Fan Conditions Classification\real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_395_fft.csv,512,512,500,257,257,0.9765625,0.9765625,250.0,250.0,True,hann,rfft,accZ,OK,valid
D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_396.csv,healthy,D:\T_P\Edge-AI DC Fan Conditions Classification\real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_396_fft.csv,512,512,500,257,257,0.9765625,0.9765625,250.0,250.0,True,hann,rfft,accZ,OK,valid
D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_397.csv,healthy,D:\T_P\Edge-AI DC Fan Conditions Classification\real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_397_fft.csv,512,512,500,257,257,0.9765625,0.9765625,250.0,250.0,True,hann,rfft,accZ,OK,valid
D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_398.csv,healthy,D:\T_P\Edge-AI DC Fan Conditions Classification\real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_398_fft.csv,512,512,500,257,257,0.9765625,0.9765625,250.0,250.0,True,hann,rfft,accZ,OK,valid
D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_399.csv,healthy,D:\T_P\Edge-AI DC Fan Conditions Classification\real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_399_fft.csv,512,512,500,257,257,0.9765625,0.9765625,250.0,250.0,True,hann,rfft,accZ,OK,valid
D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_400.csv,healthy,D:\T_P\Edge-AI DC Fan Conditions Classification\real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_400_fft.csv,512,512,500,257,257,0.9765625,0.9765625,250.0,250.0,True,hann,rfft,accZ,OK,valid
D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_401.csv,healthy,D:\T_P\Edge-AI DC Fan Conditions Classification\real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_401_fft.csv,512,512,500,257,257,0.9765625,0.9765625,250.0,250.0,True,hann,rfft,accZ,OK,valid
D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_402.csv,healthy,D:\T_P\Edge-AI DC Fan Conditions Classification\real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_402_fft.csv,512,512,500,257,257,0.9765625,0.9765625,250.0,250.0,True,hann,rfft,accZ,OK,valid
D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_403.csv,healthy,D:\T_P\Edge-AI DC Fan Conditions Classification\real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_403_fft.csv,512,512,500,257,257,0.9765625,0.9765625,250.0,250.0,True,hann,rfft,accZ,OK,valid
D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_404.csv,healthy,D:\T_P\Edge-AI DC Fan Conditions Classification\real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_404_fft.csv,512,512,500,257,257,0.9765625,0.9765625,250.0,250.0,True,hann,rfft,accZ,OK,valid
D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_405.csv,healthy,D:\T_P\Edge-AI DC Fan Conditions Classification\real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_405_fft.csv,512,512,500,257,257,0.9765625,0.9765625,250.0,250.0,True,hann,rfft,accZ,OK,valid
D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_406.csv,healthy,D:\T_P\Edge-AI DC Fan Conditions Classification\real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_406_fft.csv,512,512,500,257,257,0.9765625,0.9765625,250.0,250.0,True,hann,rfft,accZ,OK,valid
D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_407.csv,healthy,D:\T_P\Edge-AI DC Fan Conditions Classification\real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_407_fft.csv,512,512,500,257,257,0.9765625,0.9765625,250.0,250.0,True,hann,rfft,accZ,OK,valid
D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_408.csv,healthy,D:\T_P\Edge-AI DC Fan Conditions Classification\real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_408_fft.csv,512,512,500,257,257,0.9765625,0.9765625,250.0,250.0,True,hann,rfft,accZ,OK,valid
D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_409.csv,healthy,D:\T_P\Edge-AI DC Fan Conditions Classification\real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_409_fft.csv,512,512,500,257,257,0.9765625,0.9765625,250.0,250.0,True,hann,rfft,accZ,OK,valid
D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_410.csv,healthy,D:\T_P\Edge-AI DC Fan Conditions Classification\real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_410_fft.csv,512,512,500,257,257,0.9765625,0.9765625,250.0,250.0,True,hann,rfft,accZ,OK,valid
D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_411.csv,healthy,D:\T_P\Edge-AI DC Fan Conditions Classification\real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_411_fft.csv,512,512,500,257,257,0.9765625,0.9765625,250.0,250.0,True,hann,rfft,accZ,OK,valid
D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_412.csv,healthy,D:\T_P\Edge-AI DC Fan Conditions Classification\real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_412_fft.csv,512,512,500,257,257,0.9765625,0.9765625,250.0,250.0,True,hann,rfft,accZ,OK,valid
D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_413.csv,healthy,D:\T_P\Edge-AI DC Fan Conditions Classification\real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_413_fft.csv,512,512,500,257,257,0.9765625,0.9765625,250.0,250.0,True,hann,rfft,accZ,OK,valid
D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_414.csv,healthy,D:\T_P\Edge-AI DC Fan Conditions Classification\real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_414_fft.csv,512,512,500,257,257,0.9765625,0.9765625,250.0,250.0,True,hann,rfft,accZ,OK,valid
D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_415.csv,healthy,D:\T_P\Edge-AI DC Fan Conditions Classification\real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_415_fft.csv,512,512,500,257,257,0.9765625,0.9765625,250.0,250.0,True,hann,rfft,accZ,OK,valid
D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_416.csv,healthy,D:\T_P\Edge-AI DC Fan Conditions Classification\real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_416_fft.csv,512,512,500,257,257,0.9765625,0.9765625,250.0,250.0,True,hann,rfft,accZ,OK,valid
D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_417.csv,healthy,D:\T_P\Edge-AI DC Fan Conditions Classification\real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_417_fft.csv,512,512,500,257,257,0.9765625,0.9765625,250.0,250.0,True,hann,rfft,accZ,OK,valid
D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_418.csv,healthy,D:\T_P\Edge-AI DC Fan Conditions Classification\real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_418_fft.csv,512,512,500,257,257,0.9765625,0.9765625,250.0,250.0,True,hann,rfft,accZ,OK,valid
D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_419.csv,healthy,D:\T_P\Edge-AI DC Fan Conditions Classification\real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_419_fft.csv,512,512,500,257,257,0.9765625,0.9765625,250.0,250.0,True,hann,rfft,accZ,OK,valid
D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_420.csv,healthy,D:\T_P\Edge-AI DC Fan Conditions Classification\real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_420_fft.csv,512,512,500,257,257,0.9765625,0.9765625,250.0,250.0,True,hann,rfft,accZ,OK,valid
D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_421.csv,healthy,D:\T_P\Edge-AI DC Fan Conditions Classification\real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_421_fft.csv,512,512,500,257,257,0.9765625,0.9765625,250.0,250.0,True,hann,rfft,accZ,OK,valid
D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_422.csv,healthy,D:\T_P\Edge-AI DC Fan Conditions Classification\real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_422_fft.csv,512,512,500,257,257,0.9765625,0.9765625,250.0,250.0,True,hann,rfft,accZ,OK,valid
D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_423.csv,healthy,D:\T_P\Edge-AI DC Fan Conditions Classification\real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_423_fft.csv,512,512,500,257,257,0.9765625,0.9765625,250.0,250.0,True,hann,rfft,accZ,OK,valid
D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_424.csv,healthy,D:\T_P\Edge-AI DC Fan Conditions Classification\real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_424_fft.csv,512,512,500,257,257,0.9765625,0.9765625,250.0,250.0,True,hann,rfft,accZ,OK,valid
D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_425.csv,healthy,D:\T_P\Edge-AI DC Fan Conditions Classification\real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_425_fft.csv,512,512,500,257,257,0.9765625,0.9765625,250.0,250.0,True,hann,rfft,accZ,OK,valid
D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_426.csv,healthy,D:\T_P\Edge-AI DC Fan Conditions Classification\real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_426_fft.csv,512,512,500,257,257,0.9765625,0.9765625,250.0,250.0,True,hann,rfft,accZ,OK,valid
D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_427.csv,healthy,D:\T_P\Edge-AI DC Fan Conditions Classification\real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_427_fft.csv,512,512,500,257,257,0.9765625,0.9765625,250.0,250.0,True,hann,rfft,accZ,OK,valid
D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_428.csv,healthy,D:\T_P\Edge-AI DC Fan Conditions Classification\real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_428_fft.csv,512,512,500,257,257,0.9765625,0.9765625,250.0,250.0,True,hann,rfft,accZ,OK,valid
D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_429.csv,healthy,D:\T_P\Edge-AI DC Fan Conditions Classification\real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_429_fft.csv,512,512,500,257,257,0.9765625,0.9765625,250.0,250.0,True,hann,rfft,accZ,OK,valid
D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_430.csv,healthy,D:\T_P\Edge-AI DC Fan Conditions Classification\real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_430_fft.csv,512,512,500,257,257,0.9765625,0.9765625,250.0,250.0,True,hann,rfft,accZ,OK,valid
D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_431.csv,healthy,D:\T_P\Edge-AI DC Fan Conditions Classification\real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_431_fft.csv,512,512,500,257,257,0.9765625,0.9765625,250.0,250.0,True,hann,rfft,accZ,OK,valid
D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_432.csv,healthy,D:\T_P\Edge-AI DC Fan Conditions Classification\real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_432_fft.csv,512,512,500,257,257,0.9765625,0.9765625,250.0,250.0,True,hann,rfft,accZ,OK,valid
D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_433.csv,healthy,D:\T_P\Edge-AI DC Fan Conditions Classification\real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_433_fft.csv,512,512,500,257,257,0.9765625,0.9765625,250.0,250.0,True,hann,rfft,accZ,OK,valid
D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_434.csv,healthy,D:\T_P\Edge-AI DC Fan Conditions Classification\real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_434_fft.csv,512,512,500,257,257,0.9765625,0.9765625,250.0,250.0,True,hann,rfft,accZ,OK,valid
D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_435.csv,healthy,D:\T_P\Edge-AI DC Fan Conditions Classification\real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_435_fft.csv,512,512,500,257,257,0.9765625,0.9765625,250.0,250.0,True,hann,rfft,accZ,OK,valid
D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_436.csv,healthy,D:\T_P\Edge-AI DC Fan Conditions Classification\real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_436_fft.csv,512,512,500,257,257,0.9765625,0.9765625,250.0,250.0,True,hann,rfft,accZ,OK,valid
D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_437.csv,healthy,D:\T_P\Edge-AI DC Fan Conditions Classification\real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_437_fft.csv,512,512,500,257,257,0.9765625,0.9765625,250.0,250.0,True,hann,rfft,accZ,OK,valid
D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_438.csv,healthy,D:\T_P\Edge-AI DC Fan Conditions Classification\real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_438_fft.csv,512,512,500,257,257,0.9765625,0.9765625,250.0,250.0,True,hann,rfft,accZ,OK,valid
D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_439.csv,healthy,D:\T_P\Edge-AI DC Fan Conditions Classification\real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_439_fft.csv,512,512,500,257,257,0.9765625,0.9765625,250.0,250.0,True,hann,rfft,accZ,OK,valid
D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_440.csv,healthy,D:\T_P\Edge-AI DC Fan Conditions Classification\real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_440_fft.csv,512,512,500,257,257,0.9765625,0.9765625,250.0,250.0,True,hann,rfft,accZ,OK,valid
D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_441.csv,healthy,D:\T_P\Edge-AI DC Fan Conditions Classification\real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_441_fft.csv,512,512,500,257,257,0.9765625,0.9765625,250.0,250.0,True,hann,rfft,accZ,OK,valid
D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_442.csv,healthy,D:\T_P\Edge-AI DC Fan Conditions Classification\real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_442_fft.csv,512,512,500,257,257,0.9765625,0.9765625,250.0,250.0,True,hann,rfft,accZ,OK,valid
D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_443.csv,healthy,D:\T_P\Edge-AI DC Fan Conditions Classification\real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_443_fft.csv,512,512,500,257,257,0.9765625,0.9765625,250.0,250.0,True,hann,rfft,accZ,OK,valid
D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_444.csv,healthy,D:\T_P\Edge-AI DC Fan Conditions Classification\real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_444_fft.csv,512,512,500,257,257,0.9765625,0.9765625,250.0,250.0,True,hann,rfft,accZ,OK,valid
D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_445.csv,healthy,D:\T_P\Edge-AI DC Fan Conditions Classification\real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_445_fft.csv,512,512,500,257,257,0.9765625,0.9765625,250.0,250.0,True,hann,rfft,accZ,OK,valid
D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_446.csv,healthy,D:\T_P\Edge-AI DC Fan Conditions Classification\real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_446_fft.csv,512,512,500,257,257,0.9765625,0.9765625,250.0,250.0,True,hann,rfft,accZ,OK,valid
D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_447.csv,healthy,D:\T_P\Edge-AI DC Fan Conditions Classification\real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_447_fft.csv,512,512,500,257,257,0.9765625,0.9765625,250.0,250.0,True,hann,rfft,accZ,OK,valid
D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_448.csv,healthy,D:\T_P\Edge-AI DC Fan Conditions Classification\real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_448_fft.csv,512,512,500,257,257,0.9765625,0.9765625,250.0,250.0,True,hann,rfft,accZ,OK,valid
D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_449.csv,healthy,D:\T_P\Edge-AI DC Fan Conditions Classification\real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_449_fft.csv,512,512,500,257,257,0.9765625,0.9765625,250.0,250.0,True,hann,rfft,accZ,OK,valid
D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_450.csv,healthy,D:\T_P\Edge-AI DC Fan Conditions Classification\real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_450_fft.csv,512,512,500,257,257,0.9765625,0.9765625,250.0,250.0,True,hann,rfft,accZ,OK,valid
D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_451.csv,healthy,D:\T_P\Edge-AI DC Fan Conditions Classification\real_fft_windows\healthy\arduino_serial_data_healthy_segment_000_window_451_fft.csv,512,512,500,257,257,0.9765625,0.9765625,250.0,250.0,True,hann,rfft,accZ,OK,valid
