global_window_id,source_segment,output_file,label,local_window_id,start_idx,end_idx_exclusive,end_idx_inclusive,num_samples,start_time_ms,end_time_ms,sampling_rate_hz,window_size,window_duration_sec,overlap_ratio,step_size,step_duration_sec,status,reason
447,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\healthy\arduino_serial_data_healthy_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_447.csv,healthy,447,143040,143552,143551,512,286170.062,287192.063,500,512,1.024,0.5,320,0.64,KEPT,valid
448,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\healthy\arduino_serial_data_healthy_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_448.csv,healthy,448,143360,143872,143871,512,286810.062,287832.062,500,512,1.024,0.5,320,0.64,KEPT,valid
449,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\healthy\arduino_serial_data_healthy_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_449.csv,healthy,449,143680,144192,144191,512,287450.062,288472.063,500,512,1.024,0.5,320,0.64,KEPT,valid
450,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\healthy\arduino_serial_data_healthy_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_450.csv,healthy,450,144000,144512,144511,512,288090.062,289112.062,500,512,1.024,0.5,320,0.64,KEPT,valid
451,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\healthy\arduino_serial_data_healthy_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_451.csv,healthy,451,144320,144832,144831,512,288730.063,289752.062,500,512,1.024,0.5,320,0.64,KEPT,valid
452,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\healthy\arduino_serial_data_healthy_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_452.csv,healthy,452,144640,145152,145151,512,289370.062,290392.062,500,512,1.024,0.5,320,0.64,KEPT,valid
453,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\healthy\arduino_serial_data_healthy_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_453.csv,healthy,453,144960,145472,145471,512,290010.063,291032.062,500,512,1.024,0.5,320,0.64,KEPT,valid
454,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\healthy\arduino_serial_data_healthy_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_454.csv,healthy,454,145280,145792,145791,512,290650.062,291672.062,500,512,1.024,0.5,320,0.64,KEPT,valid
455,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\healthy\arduino_serial_data_healthy_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_455.csv,healthy,455,145600,146112,146111,512,291290.063,292312.062,500,512,1.024,0.5,320,0.64,KEPT,valid
456,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\healthy\arduino_serial_data_healthy_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_456.csv,healthy,456,145920,146432,146431,512,291930.063,292952.062,500,512,1.024,0.5,320,0.64,KEPT,valid
457,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\healthy\arduino_serial_data_healthy_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_457.csv,healthy,457,146240,146752,146751,512,292570.062,293592.062,500,512,1.024,0.5,320,0.64,KEPT,valid
458,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\healthy\arduino_serial_data_healthy_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_458.csv,healthy,458,146560,147072,147071,512,293210.063,294232.062,500,512,1.024,0.5,320,0.64,KEPT,valid
459,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\healthy\arduino_serial_data_healthy_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_459.csv,healthy,459,146880,147392,147391,512,293850.062,294872.062,500,512,1.024,0.5,320,0.64,KEPT,valid
460,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\healthy\arduino_serial_data_healthy_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_460.csv,healthy,460,147200,147712,147711,512,294490.063,295512.062,500,512,1.024,0.5,320,0.64,KEPT,valid
461,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\healthy\arduino_serial_data_healthy_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_461.csv,healthy,461,147520,148032,148031,512,295130.063,296152.063,500,512,1.024,0.5,320,0.64,KEPT,valid
462,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\healthy\arduino_serial_data_healthy_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_462.csv,healthy,462,147840,148352,148351,512,295770.062,296792.062,500,512,1.024,0.5,320,0.64,KEPT,valid
463,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\healthy\arduino_serial_data_healthy_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_463.csv,healthy,463,148160,148672,148671,512,296410.062,297432.062,500,512,1.024,0.5,320,0.64,KEPT,valid
464,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\healthy\arduino_serial_data_healthy_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_464.csv,healthy,464,148480,148992,148991,512,297050.062,298072.063,500,512,1.024,0.5,320,0.64,KEPT,valid
465,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\healthy\arduino_serial_data_healthy_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_465.csv,healthy,465,148800,149312,149311,512,297690.062,298712.063,500,512,1.024,0.5,320,0.64,KEPT,valid
466,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\healthy\arduino_serial_data_healthy_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_466.csv,healthy,466,149120,149632,149631,512,298330.062,299352.062,500,512,1.024,0.5,320,0.64,KEPT,valid
467,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\healthy\arduino_serial_data_healthy_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_467.csv,healthy,467,149440,149952,149951,512,298970.062,299992.062,500,512,1.024,0.5,320,0.64,KEPT,valid
468,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\healthy\arduino_serial_data_healthy_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_468.csv,healthy,468,149760,150272,150271,512,299610.062,300632.062,500,512,1.024,0.5,320,0.64,KEPT,valid
469,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\healthy\arduino_serial_data_healthy_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_469.csv,healthy,469,150080,150592,150591,512,300250.062,301272.062,500,512,1.024,0.5,320,0.64,KEPT,valid
470,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\healthy\arduino_serial_data_healthy_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_470.csv,healthy,470,150400,150912,150911,512,300890.062,301912.062,500,512,1.024,0.5,320,0.64,KEPT,valid
471,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\healthy\arduino_serial_data_healthy_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_471.csv,healthy,471,150720,151232,151231,512,301530.062,302552.062,500,512,1.024,0.5,320,0.64,KEPT,valid
472,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\healthy\arduino_serial_data_healthy_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_472.csv,healthy,472,151040,151552,151551,512,302170.062,303192.063,500,512,1.024,0.5,320,0.64,KEPT,valid
473,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\healthy\arduino_serial_data_healthy_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_473.csv,healthy,473,151360,151872,151871,512,302810.062,303832.062,500,512,1.024,0.5,320,0.64,KEPT,valid
474,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\healthy\arduino_serial_data_healthy_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_474.csv,healthy,474,151680,152192,152191,512,303450.062,304472.063,500,512,1.024,0.5,320,0.64,KEPT,valid
475,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\healthy\arduino_serial_data_healthy_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_475.csv,healthy,475,152000,152512,152511,512,304090.063,305112.062,500,512,1.024,0.5,320,0.64,KEPT,valid
476,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\healthy\arduino_serial_data_healthy_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_476.csv,healthy,476,152320,152832,152831,512,304730.063,305752.062,500,512,1.024,0.5,320,0.64,KEPT,valid
477,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\healthy\arduino_serial_data_healthy_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_477.csv,healthy,477,152640,153152,153151,512,305370.062,306392.062,500,512,1.024,0.5,320,0.64,KEPT,valid
478,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\healthy\arduino_serial_data_healthy_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_478.csv,healthy,478,152960,153472,153471,512,306010.062,307032.062,500,512,1.024,0.5,320,0.64,KEPT,valid
479,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\healthy\arduino_serial_data_healthy_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_479.csv,healthy,479,153280,153792,153791,512,306650.062,307672.062,500,512,1.024,0.5,320,0.64,KEPT,valid
480,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\healthy\arduino_serial_data_healthy_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_480.csv,healthy,480,153600,154112,154111,512,307290.063,308312.062,500,512,1.024,0.5,320,0.64,KEPT,valid
481,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\healthy\arduino_serial_data_healthy_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_481.csv,healthy,481,153920,154432,154431,512,307930.063,308952.062,500,512,1.024,0.5,320,0.64,KEPT,valid
482,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\healthy\arduino_serial_data_healthy_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_482.csv,healthy,482,154240,154752,154751,512,308570.063,309592.062,500,512,1.024,0.5,320,0.64,KEPT,valid
483,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\healthy\arduino_serial_data_healthy_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_483.csv,healthy,483,154560,155072,155071,512,309210.062,310232.063,500,512,1.024,0.5,320,0.64,KEPT,valid
484,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\healthy\arduino_serial_data_healthy_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_484.csv,healthy,484,154880,155392,155391,512,309850.062,310872.063,500,512,1.024,0.5,320,0.64,KEPT,valid
485,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\healthy\arduino_serial_data_healthy_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_485.csv,healthy,485,155200,155712,155711,512,310490.063,311512.062,500,512,1.024,0.5,320,0.64,KEPT,valid
486,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\healthy\arduino_serial_data_healthy_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_486.csv,healthy,486,155520,156032,156031,512,311130.062,312152.062,500,512,1.024,0.5,320,0.64,KEPT,valid
487,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\healthy\arduino_serial_data_healthy_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_487.csv,healthy,487,155840,156352,156351,512,311770.062,312792.062,500,512,1.024,0.5,320,0.64,KEPT,valid
488,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\healthy\arduino_serial_data_healthy_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_488.csv,healthy,488,156160,156672,156671,512,312410.062,313432.062,500,512,1.024,0.5,320,0.64,KEPT,valid
489,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\healthy\arduino_serial_data_healthy_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_489.csv,healthy,489,156480,156992,156991,512,313050.062,314072.062,500,512,1.024,0.5,320,0.64,KEPT,valid
490,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\healthy\arduino_serial_data_healthy_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_490.csv,healthy,490,156800,157312,157311,512,313690.062,314712.062,500,512,1.024,0.5,320,0.64,KEPT,valid
491,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\healthy\arduino_serial_data_healthy_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_491.csv,healthy,491,157120,157632,157631,512,314330.062,315352.062,500,512,1.024,0.5,320,0.64,KEPT,valid
492,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\healthy\arduino_serial_data_healthy_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_492.csv,healthy,492,157440,157952,157951,512,314970.063,315992.062,500,512,1.024,0.5,320,0.64,KEPT,valid
493,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\healthy\arduino_serial_data_healthy_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_493.csv,healthy,493,157760,158272,158271,512,315610.062,316632.062,500,512,1.024,0.5,320,0.64,KEPT,valid
494,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\healthy\arduino_serial_data_healthy_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_494.csv,healthy,494,158080,158592,158591,512,316250.062,317272.063,500,512,1.024,0.5,320,0.64,KEPT,valid
495,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\healthy\arduino_serial_data_healthy_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_495.csv,healthy,495,158400,158912,158911,512,316890.062,317912.062,500,512,1.024,0.5,320,0.64,KEPT,valid
496,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\healthy\arduino_serial_data_healthy_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_496.csv,healthy,496,158720,159232,159231,512,317530.062,318552.062,500,512,1.024,0.5,320,0.64,KEPT,valid
497,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\healthy\arduino_serial_data_healthy_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_497.csv,healthy,497,159040,159552,159551,512,318170.062,319192.062,500,512,1.024,0.5,320,0.64,KEPT,valid
498,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\healthy\arduino_serial_data_healthy_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_498.csv,healthy,498,159360,159872,159871,512,318810.062,319832.062,500,512,1.024,0.5,320,0.64,KEPT,valid
499,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\healthy\arduino_serial_data_healthy_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_499.csv,healthy,499,159680,160192,160191,512,319450.062,320472.062,500,512,1.024,0.5,320,0.64,KEPT,valid
500,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\imbalanced\arduino_serial_data_imbalanced_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_000.csv,imbalanced,0,0,512,511,512,90.072,1112.07,500,512,1.024,0.5,320,0.64,KEPT,valid
501,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\imbalanced\arduino_serial_data_imbalanced_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_001.csv,imbalanced,1,320,832,831,512,730.07,1752.07,500,512,1.024,0.5,320,0.64,KEPT,valid
502,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\imbalanced\arduino_serial_data_imbalanced_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_002.csv,imbalanced,2,640,1152,1151,512,1370.07,2392.07,500,512,1.024,0.5,320,0.64,KEPT,valid
503,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\imbalanced\arduino_serial_data_imbalanced_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_003.csv,imbalanced,3,960,1472,1471,512,2010.07,3032.07,500,512,1.024,0.5,320,0.64,KEPT,valid
504,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\imbalanced\arduino_serial_data_imbalanced_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_004.csv,imbalanced,4,1280,1792,1791,512,2650.07,3672.071,500,512,1.024,0.5,320,0.64,KEPT,valid
505,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\imbalanced\arduino_serial_data_imbalanced_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_005.csv,imbalanced,5,1600,2112,2111,512,3290.07,4312.071,500,512,1.024,0.5,320,0.64,KEPT,valid
506,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\imbalanced\arduino_serial_data_imbalanced_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_006.csv,imbalanced,6,1920,2432,2431,512,3930.07,4952.071,500,512,1.024,0.5,320,0.64,KEPT,valid
507,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\imbalanced\arduino_serial_data_imbalanced_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_007.csv,imbalanced,7,2240,2752,2751,512,4570.07,5592.071,500,512,1.024,0.5,320,0.64,KEPT,valid
508,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\imbalanced\arduino_serial_data_imbalanced_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_008.csv,imbalanced,8,2560,3072,3071,512,5210.071,6232.07,500,512,1.024,0.5,320,0.64,KEPT,valid
509,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\imbalanced\arduino_serial_data_imbalanced_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_009.csv,imbalanced,9,2880,3392,3391,512,5850.07,6872.07,500,512,1.024,0.5,320,0.64,KEPT,valid
510,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\imbalanced\arduino_serial_data_imbalanced_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_010.csv,imbalanced,10,3200,3712,3711,512,6490.07,7512.07,500,512,1.024,0.5,320,0.64,KEPT,valid
511,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\imbalanced\arduino_serial_data_imbalanced_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_011.csv,imbalanced,11,3520,4032,4031,512,7130.071,8152.071,500,512,1.024,0.5,320,0.64,KEPT,valid
512,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\imbalanced\arduino_serial_data_imbalanced_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_012.csv,imbalanced,12,3840,4352,4351,512,7770.07,8792.07,500,512,1.024,0.5,320,0.64,KEPT,valid
513,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\imbalanced\arduino_serial_data_imbalanced_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_013.csv,imbalanced,13,4160,4672,4671,512,8410.07,9432.07,500,512,1.024,0.5,320,0.64,KEPT,valid
514,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\imbalanced\arduino_serial_data_imbalanced_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_014.csv,imbalanced,14,4480,4992,4991,512,9050.07,10072.07,500,512,1.024,0.5,320,0.64,KEPT,valid
515,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\imbalanced\arduino_serial_data_imbalanced_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_015.csv,imbalanced,15,4800,5312,5311,512,9690.07,10712.07,500,512,1.024,0.5,320,0.64,KEPT,valid
516,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\imbalanced\arduino_serial_data_imbalanced_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_016.csv,imbalanced,16,5120,5632,5631,512,10330.07,11352.07,500,512,1.024,0.5,320,0.64,KEPT,valid
517,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\imbalanced\arduino_serial_data_imbalanced_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_017.csv,imbalanced,17,5440,5952,5951,512,10970.07,11992.07,500,512,1.024,0.5,320,0.64,KEPT,valid
518,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\imbalanced\arduino_serial_data_imbalanced_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_018.csv,imbalanced,18,5760,6272,6271,512,11610.07,12632.07,500,512,1.024,0.5,320,0.64,KEPT,valid
519,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\imbalanced\arduino_serial_data_imbalanced_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_019.csv,imbalanced,19,6080,6592,6591,512,12250.07,13272.071,500,512,1.024,0.5,320,0.64,KEPT,valid
520,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\imbalanced\arduino_serial_data_imbalanced_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_020.csv,imbalanced,20,6400,6912,6911,512,12890.071,13912.07,500,512,1.024,0.5,320,0.64,KEPT,valid
521,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\imbalanced\arduino_serial_data_imbalanced_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_021.csv,imbalanced,21,6720,7232,7231,512,13530.07,14552.07,500,512,1.024,0.5,320,0.64,KEPT,valid
522,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\imbalanced\arduino_serial_data_imbalanced_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_022.csv,imbalanced,22,7040,7552,7551,512,14170.07,15192.07,500,512,1.024,0.5,320,0.64,KEPT,valid
523,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\imbalanced\arduino_serial_data_imbalanced_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_023.csv,imbalanced,23,7360,7872,7871,512,14810.07,15832.07,500,512,1.024,0.5,320,0.64,KEPT,valid
524,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\imbalanced\arduino_serial_data_imbalanced_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_024.csv,imbalanced,24,7680,8192,8191,512,15450.071,16472.07,500,512,1.024,0.5,320,0.64,KEPT,valid
525,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\imbalanced\arduino_serial_data_imbalanced_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\imbalanced\arduino_serial_data_imbalanced_segment_000_window_025.csv,imbalanced,25,8000,8512,8511,512,16090.07,17112.07,500,512,1.024,0.5,320,0.64,KEPT,valid
