timestamp_ms,Raw_X,HPF_X,accX,Raw_Y,HPF_Y,accY,Raw_Z,HPF_Z,accZ,Label,label
15260.048,-0.062,-0.0656,-0.0297,1.0181,0.0093,-0.0118,0.1306,0.1396,0.083,healthy,obstruction
15262.048,0.0156,0.012,-0.0059,0.9734,-0.0352,-0.0251,-0.0576,-0.0484,0.008,healthy,obstruction
15264.048,0.0647,0.0607,0.0321,1.0405,0.0318,0.0073,-0.0156,-0.0063,-0.0002,healthy,obstruction
15266.048,-0.0754,-0.0789,-0.0313,0.9792,-0.0293,-0.0136,0.0088,0.018,0.0102,healthy,obstruction
15268.048,0.0564,0.0525,0.0166,1.0671,0.0582,0.0274,-0.1143,-0.1044,-0.0552,healthy,obstruction
15270.048,-0.051,-0.0545,-0.024,0.9995,-0.0094,0.0064,0.0149,0.0246,-0.0097,healthy,obstruction
15272.048,0.0708,0.0669,0.0279,1.0144,0.0055,0.0059,-0.1348,-0.1243,-0.0751,healthy,obstruction
15274.048,-0.1013,-0.1046,-0.0478,0.9592,-0.0494,-0.0257,-0.0688,-0.058,-0.0653,healthy,obstruction
15276.048,0.0789,0.0751,0.0224,1.1333,0.1239,0.0597,0.0049,0.0157,-0.0191,healthy,obstruction
15278.048,0.0413,0.0373,0.0309,0.9854,-0.0239,0.012,0.0039,0.0146,0.0001,healthy,obstruction
15280.048,-0.0229,-0.0268,-0.002,0.9465,-0.0623,-0.0305,0.0349,0.0453,0.0259,healthy,obstruction
15282.048,-0.072,-0.0753,-0.0439,0.99,-0.0187,-0.0238,-0.0208,-0.0103,0.0052,healthy,obstruction
15284.048,0.0642,0.0605,0.0157,1.0583,0.0493,0.018,0.04,0.0502,0.0309,healthy,obstruction
15286.048,0.0525,0.0485,0.0344,0.991,-0.018,-0.0026,0.208,0.2167,0.137,healthy,obstruction
15288.048,-0.0298,-0.0336,-0.0044,0.8972,-0.111,-0.0645,-0.1504,-0.1407,-0.0216,healthy,obstruction
15290.048,-0.0344,-0.038,-0.0236,1.0898,0.0811,0.0186,0.0791,0.0882,0.0411,healthy,obstruction
15292.048,0.0198,0.0161,-0.0009,1.0005,-0.0082,0.0033,-0.0574,-0.048,-0.0098,healthy,obstruction
15294.048,0.0215,0.0177,0.0097,1.0667,0.0576,0.0343,-0.0576,-0.0479,-0.0316,healthy,obstruction
15296.048,-0.0854,-0.0887,-0.0465,1.0024,-0.0066,0.011,0.0068,0.0164,-0.0042,healthy,obstruction
15298.048,0.0955,0.0917,0.0324,1.0171,0.008,0.0093,-0.1392,-0.1287,-0.0753,healthy,obstruction
15300.048,0.011,0.0071,0.018,0.9307,-0.0779,-0.0405,-0.0022,0.0082,-0.0276,healthy,obstruction
15302.048,-0.072,-0.0754,-0.0353,1.1016,0.0924,0.0354,0.0366,0.0467,0.0148,healthy,obstruction
15304.048,0.0188,0.0153,-0.0064,1.0254,0.0161,0.0244,-0.1851,-0.1739,-0.0929,healthy,obstruction
15306.048,0.1091,0.105,0.0572,1.022,0.0126,0.0177,0.053,0.0638,-0.0035,healthy,obstruction
15308.048,-0.1396,-0.1429,-0.057,0.969,-0.0401,-0.0153,0.2258,0.2351,0.1328,healthy,obstruction
15310.048,0.1628,0.1586,0.0661,0.8618,-0.1463,-0.0901,-0.2988,-0.2877,-0.1073,healthy,obstruction
15312.048,-0.1108,-0.1143,-0.0369,1.0955,0.0868,0.0109,0.1462,0.1563,0.0432,healthy,obstruction
15314.048,0.0786,0.0746,0.0268,1.0735,0.0644,0.0414,0.0999,0.1093,0.0809,healthy,obstruction
15316.048,-0.05,-0.0537,-0.0192,0.9521,-0.0566,-0.0146,-0.0496,-0.0399,0.0119,healthy,obstruction
15318.048,-0.0137,-0.0172,-0.018,0.9998,-0.0089,-0.0114,0.0386,0.0479,0.0325,healthy,obstruction
15320.048,0.0005,-0.003,-0.0095,1.082,0.0729,0.0367,0.1641,0.1723,0.1123,healthy,obstruction
15322.048,0.0613,0.0574,0.0287,0.946,-0.0627,-0.0201,-0.2744,-0.2645,-0.1028,healthy,obstruction
15324.048,-0.0327,-0.0364,-0.0084,1.0679,0.0587,0.0249,-0.0967,-0.0862,-0.0933,healthy,obstruction
15326.048,-0.0579,-0.0611,-0.0385,0.9775,-0.0314,-0.0072,0.0774,0.0873,0.0098,healthy,obstruction
15328.048,0.1333,0.1292,0.0573,1.0557,0.0464,0.0234,-0.115,-0.1044,-0.0554,healthy,obstruction
15330.048,-0.092,-0.0955,-0.03,0.9829,-0.0262,-0.0049,-0.0342,-0.0234,-0.0371,healthy,obstruction
15332.048,0.0266,0.023,0.0003,1.1123,0.1026,0.0565,0.0623,0.0725,0.0255,healthy,obstruction
15334.048,0.0161,0.0124,0.0072,0.8557,-0.153,-0.0632,-0.0859,-0.0752,-0.032,healthy,obstruction
15336.048,0.0247,0.0208,0.015,1.0334,0.0245,-0.0131,0.1482,0.158,0.0765,healthy,obstruction
15338.048,-0.0593,-0.0627,-0.0294,0.989,-0.0198,-0.0169,0.1077,0.1167,0.0994,healthy,obstruction
15340.048,0.0828,0.0788,0.0324,0.9729,-0.0356,-0.0276,-0.1475,-0.1376,-0.0359,healthy,obstruction
15342.048,-0.0615,-0.065,-0.0232,0.9827,-0.0257,-0.0265,0.0601,0.0695,0.0243,healthy,obstruction
15344.048,-0.0305,-0.0338,-0.0293,1.0962,0.0872,0.0384,-0.0117,-0.0023,0.0091,healthy,obstruction
15346.048,0.0159,0.0125,-0.0054,1.0068,-0.0021,0.0153,0.0962,0.105,0.0639,healthy,obstruction
15348.048,0.082,0.0782,0.0423,0.9385,-0.07,-0.0334,-0.3237,-0.3129,-0.1513,healthy,obstruction
15350.048,-0.1013,-0.1045,-0.0415,1.095,0.0859,0.0347,-0.0381,-0.0271,-0.0804,healthy,obstruction
15352.048,0.0835,0.0798,0.0277,1.0789,0.0694,0.0545,0.074,0.0844,0.0137,healthy,obstruction
15354.048,0.0239,0.0201,0.0234,0.9941,-0.0152,0.0147,0.0957,0.1055,0.0661,healthy,obstruction
15356.048,0.0657,0.0614,0.0451,0.9226,-0.0862,-0.0429,-0.1467,-0.1361,-0.0494,healthy,obstruction
15358.048,-0.1094,-0.1129,-0.0451,1.0879,0.0786,0.0264,0.0312,0.0416,0.0026,healthy,obstruction
15360.048,-0.0261,-0.0294,-0.0362,0.9866,-0.0226,-0.0016,0.0049,0.0151,0.0098,healthy,obstruction
15362.048,0.0913,0.0874,0.0344,1.021,0.0117,0.006,0.0261,0.0362,0.0248,healthy,obstruction
15364.048,-0.0642,-0.0677,-0.0239,0.9524,-0.0565,-0.0297,-0.0054,0.0046,0.0133,healthy,obstruction
15366.048,0.0483,0.0446,0.0152,1.0815,0.0722,0.0285,0.1135,0.1227,0.0758,healthy,obstruction
15368.048,-0.0278,-0.0314,-0.0114,0.8313,-0.1769,-0.0888,-0.0388,-0.0294,0.0157,healthy,obstruction
15370.048,0.0015,-0.0021,-0.0061,1.1074,0.0986,0.0182,0.0298,0.0389,0.029,healthy,obstruction
15372.048,-0.0679,-0.0709,-0.0431,1.0125,0.0036,0.0098,-0.0303,-0.021,0.0004,healthy,obstruction
15374.048,0.1477,0.1437,0.0636,1.0303,0.0213,0.0164,-0.1953,-0.1848,-0.1054,healthy,obstruction
15376.048,-0.0688,-0.0724,-0.0141,0.959,-0.0497,-0.0214,0.0032,0.0136,-0.0375,healthy,obstruction
15378.049,0.0173,0.0137,0.0018,1.0674,0.0583,0.0241,-0.0679,-0.0571,-0.0487,healthy,obstruction
15380.048,-0.0369,-0.0402,-0.0222,1.0327,0.0235,0.0238,0.2251,0.2343,0.1129,healthy,obstruction
15382.048,0.1909,0.1864,0.0969,0.8889,-0.1195,-0.0581,-0.3694,-0.3578,-0.1559,healthy,obstruction
15384.048,-0.1028,-0.1067,-0.0193,1.1414,0.1321,0.0505,0.0913,0.1022,-0.0085,healthy,obstruction
15386.048,-0.0269,-0.0305,-0.0257,1.019,0.0097,0.0272,0.0779,0.0882,0.0467,healthy,obstruction
15388.048,0.0244,0.0206,0.0007,1.0049,-0.0045,0.0091,0.061,0.0709,0.0605,healthy,obstruction
15390.048,0.0085,0.0047,0.003,0.9287,-0.0801,-0.0418,-0.136,-0.1253,-0.0456,healthy,obstruction
15392.048,-0.0117,-0.0155,-0.0075,1.0925,0.0832,0.0295,0.2537,0.2626,0.1304,healthy,obstruction
15394.048,-0.0046,-0.0083,-0.008,0.8538,-0.1546,-0.0756,-0.0933,-0.0837,0.0081,healthy,obstruction
15396.048,-0.0347,-0.0381,-0.0252,1.0962,0.0873,0.0174,0.0552,0.0643,0.0402,healthy,obstruction
15398.048,-0.0178,-0.0211,-0.0229,0.9761,-0.0326,-0.0112,-0.0432,-0.0339,-0.0021,healthy,obstruction
15400.048,0.0581,0.0545,0.0213,1.0793,0.0702,0.0353,-0.0481,-0.0385,-0.0229,healthy,obstruction
15402.048,-0.0068,-0.0104,0.0032,0.9131,-0.0955,-0.0394,-0.0906,-0.0805,-0.0558,healthy,obstruction
15404.048,0.03,0.0263,0.0164,1.1116,0.1024,0.0416,-0.0676,-0.0572,-0.0566,healthy,obstruction
15406.048,-0.0156,-0.0193,-0.004,0.9956,-0.0135,0.0101,-0.0471,-0.0364,-0.0451,healthy,obstruction
15408.048,0.0632,0.0592,0.0321,1.0479,0.0385,0.0263,-0.0603,-0.0493,-0.0475,healthy,obstruction
15410.048,-0.0732,-0.0768,-0.0301,0.9548,-0.0542,-0.0197,0.051,0.0616,0.0148,healthy,obstruction
15412.048,0.0146,0.0111,-0.0066,1.0256,0.0165,0.001,0.0283,0.0387,0.0285,healthy,obstruction
15414.048,0.0073,0.0037,-0.0007,0.9941,-0.0149,-0.0081,0.1101,0.1197,0.0806,healthy,obstruction
15416.048,0.0703,0.0663,0.0375,0.9519,-0.0568,-0.0359,-0.187,-0.1763,-0.0661,healthy,obstruction
15418.048,-0.0562,-0.0598,-0.018,1.0554,0.0465,0.0111,0.1208,0.1307,0.0463,healthy,obstruction
15420.048,0.0088,0.0051,-0.0048,0.9885,-0.0203,-0.0068,-0.0125,-0.0025,0.0184,healthy,obstruction
15422.048,-0.0291,-0.0325,-0.0206,0.9983,-0.0105,-0.0089,0.1787,0.1874,0.1149,healthy,obstruction
15424.048,0.0789,0.0749,0.0339,0.9597,-0.0487,-0.0317,-0.1614,-0.1517,-0.0373,healthy,obstruction
15426.048,-0.0542,-0.0578,-0.0184,1.123,0.1139,0.0514,0.0164,0.0259,-0.0012,healthy,obstruction
15428.048,-0.0259,-0.0293,-0.0246,0.969,-0.0399,-0.0007,-0.0491,-0.0393,-0.023,healthy,obstruction
15430.048,0.0723,0.0684,0.0285,1.082,0.0726,0.0412,-0.0256,-0.0158,-0.0189,healthy,obstruction
15432.048,-0.0232,-0.0269,-0.0031,0.8574,-0.151,-0.0686,-0.0496,-0.0394,-0.0306,healthy,obstruction
15434.048,0.0334,0.0296,0.0156,1.1826,0.1731,0.0694,-0.0557,-0.0453,-0.039,healthy,obstruction
15436.048,-0.114,-0.1171,-0.0602,1.0044,-0.0051,0.0269,-0.1353,-0.124,-0.0875,healthy,obstruction
15438.048,0.1394,0.1354,0.0515,1.041,0.0313,0.0294,0.0496,0.0604,-0.0031,healthy,obstruction
15440.048,-0.1208,-0.124,-0.0487,0.8213,-0.1872,-0.0943,-0.0337,-0.0227,-0.0143,healthy,obstruction
15442.048,0.1221,0.1181,0.0466,1.1118,0.1027,0.0182,0.0994,0.1096,0.0565,healthy,obstruction
15444.048,-0.1047,-0.108,-0.0417,0.9036,-0.1049,-0.0521,0.2798,0.2882,0.1888,healthy,obstruction
15446.048,0.135,0.1309,0.0569,0.9922,-0.0162,-0.0316,-0.3582,-0.3475,-0.1174,healthy,obstruction
15448.048,-0.1299,-0.1331,-0.0516,1.0488,0.0402,0.0094,0.0818,0.0918,0.0021,healthy,obstruction
15450.048,0.0132,0.0099,-0.0165,1.0754,0.0664,0.0419,0.0999,0.1092,0.0632,healthy,obstruction
15452.048,0.0964,0.0925,0.0458,0.9746,-0.0342,-0.0016,-0.0964,-0.0865,-0.0223,healthy,obstruction
15454.048,-0.0449,-0.0485,-0.0081,1.0068,-0.002,-0.0018,-0.1155,-0.1049,-0.0695,healthy,obstruction
15456.048,-0.0557,-0.0589,-0.0371,1.2009,0.1909,0.1082,0.2927,0.3014,0.1423,healthy,obstruction
15458.048,0.1467,0.1426,0.0655,0.7559,-0.2526,-0.0978,-0.2229,-0.2129,-0.0605,healthy,obstruction
15460.048,-0.0698,-0.0735,-0.0138,1.1162,0.1071,0.0192,-0.1013,-0.0907,-0.0778,healthy,obstruction
15462.048,-0.0107,-0.0143,-0.0141,1.0464,0.037,0.0294,-0.0337,-0.0229,-0.0465,healthy,obstruction
15464.048,0.0195,0.0159,0.003,1.1311,0.121,0.0817,0.3286,0.3372,0.1726,healthy,obstruction
15466.048,-0.105,-0.1079,-0.0603,0.9661,-0.0438,0.01,0.0125,0.0209,0.086,healthy,obstruction
15468.048,0.0049,0.0019,-0.0248,1.2158,0.2046,0.1211,0.1133,0.1209,0.1059,healthy,obstruction
15470.048,0.144,0.1402,0.0694,0.9983,-0.0128,0.0447,-0.0103,-0.0026,0.044,healthy,obstruction
15472.048,-0.0762,-0.0795,-0.0156,0.8601,-0.15,-0.0665,-0.001,0.0067,0.0227,healthy,obstruction
15474.048,-0.0693,-0.0722,-0.048,1.1318,0.1209,0.0405,0.5505,0.5546,0.3264,healthy,obstruction
15476.048,0.1206,0.117,0.0462,0.7607,-0.2486,-0.1246,-0.3584,-0.3521,-0.061,healthy,obstruction
15478.048,-0.1038,-0.1067,-0.0411,1.2151,0.2045,0.0633,-0.0708,-0.0641,-0.0628,healthy,obstruction
15480.049,0.0417,0.0385,0.0044,1.0325,0.0217,0.0396,-0.1235,-0.116,-0.0932,healthy,obstruction
15482.048,0.126,0.122,0.0715,1.0518,0.0407,0.0402,-0.124,-0.1158,-0.1061,healthy,obstruction
15484.048,-0.2073,-0.2099,-0.0892,0.9536,-0.0571,-0.0153,0.0813,0.089,0.0053,healthy,obstruction
15486.048,0.1831,0.1793,0.0641,1.0439,0.0331,0.0123,-0.2241,-0.2151,-0.1205,healthy,obstruction
15488.048,-0.052,-0.0554,-0.0041,0.8772,-0.1328,-0.0706,-0.012,-0.0029,-0.0534,healthy,obstruction
15490.048,-0.0474,-0.0505,-0.0306,1.178,0.1669,0.065,0.217,0.2247,0.1054,healthy,obstruction
15492.048,0.0015,-0.0016,-0.0141,0.907,-0.1034,-0.0312,-0.1785,-0.1698,-0.0517,healthy,obstruction
15494.048,0.1008,0.0971,0.0494,1.0073,-0.0031,-0.0151,0.0513,0.0596,0.0118,healthy,obstruction
15496.048,-0.1025,-0.1056,-0.0391,0.9868,-0.0234,-0.0199,0.1057,0.1133,0.0698,healthy,obstruction
15498.048,0.0747,0.0712,0.0239,1.019,0.0087,-0.0035,-0.0601,-0.0521,0.0002,healthy,obstruction
15500.048,-0.0637,-0.0668,-0.0279,0.9397,-0.0702,-0.0416,0.0466,0.0542,0.031,healthy,obstruction
15502.048,0.0981,0.0945,0.042,1.0715,0.0613,0.0171,0.0322,0.0396,0.0359,healthy,obstruction
15504.048,-0.0708,-0.074,-0.0243,1.0046,-0.0056,0.0042,-0.0227,-0.0153,0.0067,healthy,obstruction
15506.048,0.0356,0.0322,0.008,1.0493,0.0388,0.024,-0.0566,-0.0489,-0.0251,healthy,obstruction
15508.048,0.0474,0.0437,0.0284,1.0093,-0.0012,0.0096,0.0652,0.0725,0.0306,healthy,obstruction
15510.048,0.0161,0.0123,0.0192,0.9863,-0.024,-0.0096,-0.106,-0.0981,-0.0428,healthy,obstruction
15512.048,0.0166,0.0127,0.0155,1.1113,0.1004,0.0532,-0.1313,-0.1227,-0.0884,healthy,obstruction
15514.048,-0.1521,-0.155,-0.0818,0.9553,-0.0553,-0.0087,0.0481,0.0564,-0.0057,healthy,obstruction
15516.048,0.136,0.1323,0.0404,1.071,0.0601,0.0305,-0.0249,-0.0165,-0.0119,healthy,obstruction
15518.048,-0.0659,-0.0692,-0.0222,0.8979,-0.1123,-0.051,0.019,0.0273,0.0105,healthy,obstruction
15520.048,-0.0146,-0.0178,-0.0197,1.1255,0.1145,0.0435,0.1714,0.1785,0.1064,healthy,obstruction
15522.048,-0.0015,-0.0046,-0.0111,0.8108,-0.1989,-0.0949,-0.1045,-0.0968,-0.0096,healthy,obstruction
15524.048,0.0417,0.0384,0.0172,1.0613,0.0512,-0.0115,0.1855,0.192,0.1055,healthy,obstruction
15526.048,0.0325,0.0289,0.0239,0.9199,-0.0896,-0.0561,-0.0615,-0.0547,0.0141,healthy,obstruction
15528.048,-0.0112,-0.0147,0.0019,1.094,0.084,0.0239,0.012,0.0187,0.0167,healthy,obstruction
15530.048,-0.032,-0.0352,-0.0193,0.9604,-0.0492,-0.0179,-0.0652,-0.0581,-0.026,healthy,obstruction
15532.048,0.0771,0.0734,0.0336,1.1025,0.0922,0.045,-0.1604,-0.1523,-0.0981,healthy,obstruction
15534.048,-0.0244,-0.0279,-0.0015,1.0161,0.0058,0.0226,-0.0332,-0.025,-0.0563,healthy,obstruction
15536.048,0.0161,0.0125,0.0065,1.0549,0.0443,0.035,-0.0466,-0.0381,-0.0459,healthy,obstruction
15538.048,-0.0764,-0.0795,-0.0426,0.9656,-0.0448,-0.0105,-0.0085,-0.0001,-0.0197,healthy,obstruction
15540.048,0.1365,0.1325,0.0574,1.0339,0.0235,0.0089,-0.082,-0.0731,-0.0502,healthy,obstruction
15542.048,-0.0754,-0.0789,-0.0204,0.9666,-0.0436,-0.0211,0.0496,0.0581,0.0117,healthy,obstruction
15544.048,-0.0146,-0.018,-0.019,1.0591,0.0486,0.0187,0.0962,0.1041,0.0645,healthy,obstruction
15546.048,-0.0042,-0.0074,-0.0124,0.9817,-0.0286,-0.0083,-0.0359,-0.0278,0.0118,healthy,obstruction
15548.048,0.0654,0.0618,0.0299,0.9551,-0.0549,-0.0349,-0.073,-0.0645,-0.0318,healthy,obstruction
15550.048,-0.075,-0.0781,-0.0318,1.021,0.011,-0.0087,0.1399,0.1475,0.0706,healthy,obstruction
15552.048,0.0627,0.0592,0.0202,0.9839,-0.026,-0.0186,-0.083,-0.075,-0.0125,healthy,obstruction
15554.048,-0.0139,-0.0174,-0.0013,1.0381,0.028,0.008,0.084,0.0914,0.0468,healthy,obstruction
15556.048,-0.0112,-0.0146,-0.0089,0.9917,-0.0182,-0.007,-0.0232,-0.0156,0.0112,healthy,obstruction
15558.048,-0.01,-0.0133,-0.0114,1.0439,0.0338,0.0163,0.0088,0.0162,0.0141,healthy,obstruction
15560.048,0.0413,0.0378,0.0167,0.9912,-0.0188,-0.0038,-0.1021,-0.094,-0.0476,healthy,obstruction
15562.048,0.0015,-0.002,0.006,1.0928,0.0822,0.0453,-0.0173,-0.0092,-0.0257,healthy,obstruction
15564.048,-0.0017,-0.0052,-0.0004,0.9812,-0.0292,0.0028,-0.0535,-0.0451,-0.0368,healthy,obstruction
15566.048,-0.0098,-0.0131,-0.0077,1.0156,0.0052,0.0042,-0.0273,-0.0188,-0.0265,healthy,obstruction
15568.048,0.0217,0.0182,0.0071,0.9949,-0.0154,-0.007,-0.0671,-0.0582,-0.0446,healthy,obstruction
15570.048,-0.0002,-0.0037,0.0009,1.0745,0.0637,0.0334,0.095,0.1032,0.0398,healthy,obstruction
15572.048,-0.002,-0.0054,-0.0027,0.9207,-0.0895,-0.0368,-0.0732,-0.0646,-0.0198,healthy,obstruction
15574.048,0.0249,0.0213,0.011,1.0332,0.0229,-0.0027,0.0945,0.1025,0.05,healthy,obstruction
15576.048,-0.019,-0.0225,-0.0081,0.9448,-0.065,-0.0383,0.0198,0.0276,0.0372,healthy,obstruction
15578.048,0.0305,0.0269,0.0119,1.0449,0.0348,0.0035,0.0176,0.0252,0.0304,healthy,obstruction
15580.048,-0.0623,-0.0654,-0.0323,0.9548,-0.0549,-0.0299,0.0605,0.0678,0.0517,healthy,obstruction
15582.048,0.0698,0.0662,0.024,1.0386,0.0286,0.0035,-0.0676,-0.06,-0.0121,healthy,obstruction
15584.048,-0.0254,-0.0288,-0.0062,0.9692,-0.0404,-0.0216,-0.0193,-0.0116,-0.0118,healthy,obstruction
15586.048,0.0127,0.0092,0.0026,1.0632,0.0532,0.0211,-0.0876,-0.0795,-0.0504,healthy,obstruction
15588.048,-0.0356,-0.0389,-0.0211,1.0491,0.0388,0.0312,0.0513,0.0591,0.0121,healthy,obstruction
15590.048,0.1006,0.0967,0.0462,0.9661,-0.0439,-0.0117,-0.2385,-0.2292,-0.1257,healthy,obstruction
15592.048,-0.0093,-0.013,0.0124,1.0483,0.0381,0.0168,-0.0786,-0.0689,-0.0933,healthy,obstruction
15594.048,-0.0352,-0.0387,-0.0168,1.0422,0.0318,0.0254,0.0698,0.079,0.0051,healthy,obstruction
15596.048,0.012,0.0084,-0.0024,1.051,0.0403,0.0339,0.3665,0.3733,0.2153,healthy,obstruction
15598.048,0.0415,0.0377,0.0205,0.7996,-0.2098,-0.1052,-0.2949,-0.2863,-0.0711,healthy,obstruction
15600.048,-0.1077,-0.1108,-0.0545,1.1682,0.1579,0.045,0.1133,0.1212,0.0387,healthy,obstruction
15602.048,0.0789,0.0753,0.0196,0.9734,-0.0367,-0.0017,-0.1055,-0.097,-0.0388,healthy,obstruction
15604.048,0.0569,0.053,0.0387,1.0435,0.0331,0.0182,0.2708,0.2775,0.1418,healthy,obstruction
15606.048,-0.0605,-0.0641,-0.02,0.8494,-0.1599,-0.0835,-0.198,-0.1901,-0.0477,healthy,obstruction
15608.048,-0.0405,-0.0438,-0.0336,1.1753,0.1649,0.0583,-0.0369,-0.0287,-0.0369,healthy,obstruction
15610.049,0.019,0.0157,-0.0054,0.9521,-0.0578,-0.008,-0.0139,-0.0058,-0.0191,healthy,obstruction
15612.048,0.0769,0.0731,0.0394,0.9978,-0.0121,-0.0103,-0.0442,-0.0358,-0.0286,healthy,obstruction
15614.048,-0.0859,-0.0892,-0.034,0.9685,-0.0411,-0.0279,-0.0515,-0.0428,-0.0367,healthy,obstruction
15616.048,0.0557,0.0521,0.0152,1.127,0.1166,0.0546,-0.042,-0.0331,-0.0347,healthy,obstruction
15618.048,-0.0159,-0.0193,-0.0045,0.9851,-0.0251,0.0091,0.0183,0.027,0.0006,healthy,obstruction
15620.048,0.1191,0.115,0.0637,0.9644,-0.0456,-0.0221,-0.1672,-0.1575,-0.0897,healthy,obstruction
15622.048,-0.1101,-0.1136,-0.0375,0.9729,-0.0368,-0.0305,0.0518,0.0611,-0.0036,healthy,obstruction
15624.048,0.0083,0.0048,-0.0133,1.0989,0.0886,0.0375,0.0803,0.0891,0.0493,healthy,obstruction
15626.048,0.0671,0.0632,0.0304,0.9644,-0.0456,-0.01,-0.1116,-0.1022,-0.0372,healthy,obstruction
15628.048,-0.0117,-0.0155,0.0042,1.0134,0.0034,-0.0023,0.0308,0.0399,0.0068,healthy,obstruction
15630.048,-0.0784,-0.0816,-0.0448,1.0513,0.041,0.0224,0.4741,0.4802,0.2771,healthy,obstruction
15632.048,0.2124,0.2078,0.0994,0.7629,-0.2457,-0.1307,-0.5015,-0.4922,-0.1622,healthy,obstruction
15634.048,-0.0771,-0.0812,-0.0037,1.1902,0.1803,0.0469,0.1379,0.1462,0.0139,healthy,obstruction
15636.048,-0.105,-0.1084,-0.0635,1.0442,0.0341,0.0396,-0.0051,0.0031,0.0078,healthy,obstruction
15638.048,0.0654,0.0617,0.008,1.0481,0.0378,0.0386,-0.0608,-0.0522,-0.0265,healthy,obstruction
15640.048,-0.0088,-0.0125,-0.0037,0.9299,-0.0799,-0.0291,-0.0308,-0.022,-0.0239,healthy,obstruction
15642.048,-0.033,-0.0364,-0.0224,1.167,0.1562,0.0767,0.177,0.1846,0.0951,healthy,obstruction
15644.048,0.0032,-0.0003,-0.0098,0.8296,-0.1801,-0.0699,-0.2434,-0.2343,-0.093,healthy,obstruction
15646.048,0.0032,-0.0003,-0.0044,1.1289,0.1185,0.0377,-0.054,-0.0446,-0.0654,healthy,obstruction
15648.048,-0.0088,-0.0122,-0.0088,0.9514,-0.0586,-0.0173,-0.0625,-0.0528,-0.0582,healthy,obstruction
15650.048,0.0635,0.0597,0.0303,1.0742,0.0638,0.029,0.0554,0.0647,0.012,healthy,obstruction
15652.048,-0.0557,-0.059,-0.0207,0.9126,-0.0972,-0.0431,-0.0308,-0.0213,-0.007,healthy,obstruction
15654.048,0.0447,0.041,0.0145,1.03,0.0201,-0.007,0.0425,0.0516,0.0264,healthy,obstruction
15656.048,0.011,0.0073,0.0104,0.928,-0.0814,-0.0495,0.0706,0.0791,0.0565,healthy,obstruction
15658.048,-0.02,-0.0236,-0.009,1.032,0.0224,-0.0084,-0.0149,-0.0063,0.0207,healthy,obstruction
15660.048,-0.0891,-0.0921,-0.0564,1.0085,-0.001,-0.0042,0.2961,0.3028,0.1818,healthy,obstruction
15662.048,0.2292,0.2248,0.1042,0.9331,-0.076,-0.0452,-0.4397,-0.4303,-0.1677,healthy,obstruction
15664.048,-0.155,-0.1584,-0.0458,1.0461,0.0368,0.0017,0.0344,0.0436,-0.0471,healthy,obstruction
15666.048,0.0327,0.0291,-0.003,1.1521,0.1419,0.0817,0.0386,0.0474,0.0069,healthy,obstruction
15668.048,0.0618,0.0578,0.0317,1.0208,0.0105,0.041,-0.1282,-0.1186,-0.0647,healthy,obstruction
15670.048,-0.0151,-0.019,0.0028,0.9814,-0.0287,0.0012,-0.0254,-0.0157,-0.0367,healthy,obstruction
15672.048,-0.1001,-0.1033,-0.0578,0.9934,-0.0166,-0.0089,0.0039,0.0135,-0.008,healthy,obstruction
15674.048,0.063,0.0595,0.0092,1.0247,0.0146,0.0045,-0.0413,-0.0314,-0.0214,healthy,obstruction
15676.048,0.0769,0.0729,0.0456,1.0254,0.0152,0.0106,0.0115,0.0212,0.0029,healthy,obstruction
15678.048,-0.0488,-0.0525,-0.0104,0.9653,-0.0446,-0.0209,0.0825,0.0916,0.0536,healthy,obstruction
15680.049,-0.0239,-0.0274,-0.0201,1.0234,0.0135,-0.0013,0.167,0.175,0.1229,healthy,obstruction
15682.048,0.0364,0.0327,0.01,0.9141,-0.0953,-0.055,-0.0811,-0.0726,0.0113,healthy,obstruction
15684.048,-0.0173,-0.0209,-0.0076,1.051,0.0414,0.0001,0.052,0.0601,0.0391,healthy,obstruction
15686.048,-0.0002,-0.0038,-0.0054,0.9983,-0.0113,-0.0064,-0.0493,-0.041,-0.0066,healthy,obstruction
15688.048,0.0359,0.0321,0.016,1.0427,0.0329,0.0161,0.0415,0.0495,0.0254,healthy,obstruction
15690.048,-0.0376,-0.0411,-0.0166,0.929,-0.0803,-0.039,-0.0459,-0.0376,-0.0106,healthy,obstruction
15692.048,0.0078,0.0043,-0.0047,1.0879,0.0781,0.0279,-0.1338,-0.1247,-0.0758,healthy,obstruction
15694.048,0.009,0.0055,0.0011,1.0386,0.0286,0.0283,-0.012,-0.0029,-0.0342,healthy,obstruction
15696.048,0.0603,0.0564,0.0327,1.0137,0.0037,0.0143,-0.0454,-0.0361,-0.0353,healthy,obstruction
15698.048,-0.0496,-0.0531,-0.0163,0.9287,-0.0807,-0.04,-0.0725,-0.0628,-0.051,healthy,obstruction
15700.048,-0.0061,-0.0096,-0.0125,1.1135,0.1034,0.0419,0.0405,0.0499,0.0066,healthy,obstruction
15702.048,-0.0098,-0.0132,-0.0129,1.0024,-0.0076,0.0136,-0.0667,-0.0569,-0.0296,healthy,obstruction
15704.048,0.071,0.0672,0.0328,0.9734,-0.0364,-0.015,0.0627,0.072,0.0284,healthy,obstruction
15706.048,-0.0359,-0.0395,-0.0085,0.9775,-0.0321,-0.0247,-0.0115,-0.0022,0.0109,healthy,obstruction
